,lat,lng,name,biz_id,address,type_class,type_name,type_custom,hours
3167,55.736966,37.600386,Golden Mile,1317774427,"Россия, Москва, Хилков переулок, 1",fitness,Фитнес-клуб,sport,"пн-пт 07:00–00:00; сб,вс 09:00–23:00"
3168,55.689563,37.56194,Vavilov Club,1279507060,"Россия, Москва, улица Дмитрия Ульянова, 6к1",fitness,Фитнес-клуб,sport,"пн-пт 07:00–23:00; сб,вс 09:00–22:00"
3169,55.73269,37.627438,Аэроплан,78369931480,"Россия, Москва, Пятницкая улица, 65/10",cafe,Кофейня,cafe,"ежедневно, 08:00–20:00"
3170,55.724659,37.562359,Surf Coffee X Sport,78798395801,"Россия, Москва, Усачёва улица, 62",cafe,Кофейня,cafe,"пн-пт 08:00–22:00; сб,вс 09:00–22:00"
3171,55.730913,37.593261,Белый журавль,1642615724,"Россия, Москва, Фрунзенская набережная, 14",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
3172,55.737589,37.62011,Red Tara,186161974258,"Россия, Москва, Старомонетный переулок, 33",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3173,55.709596,37.624858,Нотариус Якименко М. А.,12456031482,"Россия, Москва, Холодильный переулок, 3, корп. 1, стр. 1",office service,Нотариусы,services,"пн-чт 09:00–18:00, перерыв 13:00–14:00; пт 09:00–17:00, перерыв 13:00–14:00"
3174,55.691295,37.533868,Салон красоты Супермода,1091048459,"Россия, Москва, проспект Вернадского, 9/10",spa,Салон красоты,beauty,"ежедневно, 08:00–22:00"
3175,55.739952,37.632878,Мустафа кебаб,9567030453,"Россия, Москва, Старый Толмачёвский переулок, 1",cafe,Кафе,cafe,"ежедневно, 08:00–23:00"
3176,55.670823,37.51688,Фитнес-студия Kvartal,50499186936,"Россия, Москва, Ленинский проспект, 92, корп. 1",fitness,"Спортивный клуб, секция",sport,пн-пт 10:00–22:00; сб 10:00–17:00
3177,55.683589,37.629731,Crystall,1703096972,"Россия, Москва, Нагатинская улица, 1, стр. 12",college,Школа танцев,sport,"ежедневно, 08:00–22:00"
3178,55.676433,37.577252,Китайский ресторан Lusun,36060165849,"Россия, Москва, улица Кржижановского, 24/35к4",cafe,Кафе,cafe,"пн-пт 11:00–23:00; сб,вс 12:00–23:00"
3179,55.75015,37.595564,Этернал Бьюти Клиник,219014019181,"Россия, Москва, улица Арбат, 23, стр. 2",spa,Косметология,beauty,"ежедневно, 10:00–22:00"
3180,55.730806,37.538467,Мастер Панин Парк,1784621476,"Россия, Москва, 2-й Сетуньский проезд, 3",fallback services,Концертные и театральные агентства,entertainment,"ежедневно, 10:00–19:00"
3181,55.686903,37.604277,Туса Джуса,1265917433,"Россия, Москва, Севастопольский проспект, 11Е",fallback services,Организация и проведение детских праздников,entertainment,"ежедневно, 10:00–22:00"
3182,55.690182,37.578325,Герпетический центр,1070603123,"Россия, Москва, улица Гримау, 10А, стр. 2",medicine,"Медцентр, клиника",medicine,пн-пт 08:30–20:00; сб 09:00–16:00; вс 10:00–16:00
3183,55.727303,37.647127,Медицинский центр Медикафарм,145178380882,"Россия, Москва, 1-й Кожевнический переулок, 8",medicine,Медицинская комиссия,medicine,"пн-пт 09:00–20:00; сб,вс 09:00–18:00"
3184,55.711895,37.620266,The Hummus,1251400730,"Россия, Москва, Мытная улица, 74",cafe,Кафе,cafe,"ежедневно, 09:00–21:00"
3185,55.710093,37.655589,Друзья,177313173790,"Россия, Москва, улица Ленинская Слобода, 26, корп. А",restaurants,Ресторан,cafe,пн-чт 11:00–01:00; пт 11:00–02:00; сб 12:00–01:00; вс 12:00–00:00
3186,55.722953,37.66565,Аррей Инвест,192365642421,"Россия, Москва, Шарикоподшипниковская улица, 1",office service,Агентство недвижимости,services,пн-пт 09:00–18:00
3187,55.707735,37.625397,Vlaston,158565998778,"Россия, Москва, Гамсоновский переулок, 2, стр. 1",office service,Агентство недвижимости,services,пн-пт 10:00–19:00
3188,55.749912,37.537782,Gmoji Business,223103836499,"Россия, Москва, Пресненская набережная, 12",malls,Магазин подарков и сувениров,business,пн-пт 10:00–19:00
3189,55.668356,37.523294,Центр досуга и спорта Обручевский,56254256399,"Россия, Москва, улица Новаторов, 6",fallback fun,Клуб досуга,sport,"пн-пт 10:00–21:00; сб,вс 10:00–19:00"
3190,55.740188,37.537309,Дом быта,216152367826,"Россия, Москва, Кутузовский проспект, 35",fallback services,Ремонт обуви,services,"пн-пт 09:00–20:00; сб,вс 10:00–18:00"
3191,55.745944,37.64259,Oum.ru,93429968168,"Россия, Москва, Котельническая набережная, 1/15кА",fitness,Центр йоги,sport,"ежедневно, 09:00–22:00"
3192,55.734603,37.638204,Bro.We,124889920465,"Россия, Москва, Татарская улица, 5с1",cafe,Кофейня,cafe,"пн-чт 08:00–21:00; пт 08:00–22:00; сб,вс 09:00–22:00"
3193,55.737947,37.635219,Кофе888,211730893779,"Россия, Москва, Большая Татарская улица, 35, стр. 2",cafe,Кофейня,cafe,"пн-пт 08:00–20:00; сб,вс 09:00–20:00"
3194,55.712974,37.592312,Китайская типография,1206076214,"Россия, Москва, 2-й Донской проезд, 4, стр. 4",printing services,Типография,services,пн-пт 10:00–19:00
3195,55.72854,37.634604,Bond's Girl Beauty,54245875112,"Россия, Москва, Большая Пионерская улица, 13/6Ас1",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3196,55.716592,37.611847,СУ Дирекция Заказчика,168486005606,"Россия, Москва, улица Шухова, 13, корп. 1",office service,Агентство недвижимости,services,пн-пт 10:00–20:00
3197,55.738519,37.711847,Бизнес Лидер,242500791934,"Россия, Москва, Подъёмная улица, 14, стр. 4А",office service,Управление недвижимостью,business,пн-пт 08:00–17:00
3198,55.720129,37.599956,Coffee Berry,123526571678,"Россия, Москва, Ленинский проспект, 15",cafe,Кофейня,cafe,"пн-пт 08:00–21:00; сб,вс 09:00–21:00"
3199,55.677372,37.565695,НоуКофе,163379961182,"Россия, Москва, Нахимовский проспект, 40",cafe,Кофейня,cafe,"пн-пт 07:00–22:00; сб,вс 08:00–22:00"
3200,55.722895,37.620854,Клиника косметологии и эстетической медицины,210284679552,"Россия, Москва, Люсиновская улица, 36, стр. 2",spa,Косметология,medicine,"ежедневно, 10:00–22:00"
3201,55.740953,37.659425,Сахар,131874293814,"Россия, Москва, Таганская улица, 7",spa,Салон красоты,beauty,"ежедневно, 09:00–21:00"
3202,55.74697,37.591482,ГК Big,1365847257,"Россия, Москва, переулок Сивцев Вражек, 29/16с1",office service,Агентство недвижимости,services,пн-пт 10:00–19:00
3203,55.661584,37.515686,Студия фотоуслуг,157949022253,"Россия, Москва, улица Обручева, 5А",fallback services,Фотоуслуги,services,"ежедневно, 10:00–20:00"
3204,55.724012,37.629091,Агентство недвижимости Московско-Парижского банка,1149597953,"Россия, Москва, Большая Серпуховская улица, 31, корп. 12",office service,Агентство недвижимости,services,пн-пт 09:00–21:00
3205,55.723932,37.580565,Эстетика,1033033807,"Россия, Москва, 2-я Фрунзенская улица, 12",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
3206,55.733699,37.670749,Шампань,1108709344,"Россия, Москва, Волгоградский проспект, 1с1",spa,Салон красоты,beauty,"ежедневно, 09:00–21:00"
3207,55.660087,37.512214,Спортивно-досуговый центр Лабиринт,1109892826,"Россия, Москва, улица Обручева, 6",kindergarten,Клуб для детей и подростков,sport,пн-пт 09:00–20:00; сб 09:00–17:00
3208,55.719358,37.603776,Студия Красоты 813,21046685592,"Россия, Москва, Донская улица, 24",spa,Косметология,beauty,"ежедневно, 10:00–21:00"
3209,55.736174,37.654225,Детский спортивный клуб Тигрёнок,1019829097,"Россия, Москва, улица Малые Каменщики, 14",fitness,"Спортивный клуб, секция",sport,"ежедневно, 14:00–21:00"
3210,55.741429,37.52404,Ngon,144753959682,"Россия, Москва, Кутузовский проспект, 36, стр. 17",cafe,Кафе,cafe,"ежедневно, 10:00–21:00"
3211,55.683427,37.667175,Студия тренировок Soul Space,225773017409,"Россия, Москва, проспект Андропова, 17, корп. 1",fitness,Фитнес-клуб,sport,"ежедневно, 07:00–22:00"
3212,55.734851,37.665138,Нотариус Иванова В. Д.,1487980396,"Россия, Москва, Марксистская улица, 34, корп. 8",office service,Нотариусы,services,"пн-чт 09:00–17:30, перерыв 13:00–13:45; пт 09:00–16:30, перерыв 13:00–13:45"
3213,55.68046,37.529307,Физкультурно-оздоровительный комплекс Надежда,1241821199,"Россия, Москва, улица Крупской, 1, корп. 1",medicine,Оздоровительный центр,sport,"ежедневно, 07:00–22:00, перерыв 14:00–15:00"
3214,55.74604,37.676646,Медицинский центр Чудо Доктор,1249523438,"Россия, Москва, Школьная улица, 49",medicine,"Медцентр, клиника",medicine,пн-пт 07:30–21:00; сб 08:00–21:00; вс 08:30–20:00
3215,55.687167,37.604791,Картинг Urace,176600226018,"Россия, Москва, Севастопольский проспект, 11Е",sportcenter,Картинг,entertainment,"пн-пт 12:00–23:00; сб,вс 10:00–23:00"
3216,55.747472,37.537345,Фотосфера,1323544442,"Россия, Москва, Пресненская набережная, 10блокС",printing services,Копировальный центр,services,пн-пт 08:30–19:00
3217,55.742183,37.559166,Компания 4uk,1005050389,"Россия, Москва, Киевская улица, 7",office service,Юридические услуги,business,пн-пт 10:00–18:00
3218,55.737725,37.716827,Авиа-тренажёр Су-27,21031631564,"Россия, Москва, 5-я Кабельная улица, 2, стр. 1",sportcenter,Аэроклуб,entertainment,"пт 17:00–23:00; сб,вс 11:00–23:00"
3219,55.682651,37.661913,Boft,84071478392,"Россия, Москва, проспект Андропова, 22",fallback services,Фотоуслуги,services,"ежедневно, 10:00–22:00"
3220,55.662307,37.617079,Медицинский центр Эвермедик,54691292976,"Россия, Москва, Нахимовский проспект, 1, корп. 2",medicine,"Медцентр, клиника",medicine,"ежедневно, 09:00–20:00"
3221,55.702986,37.660998,Чистый Разум Перфоманс Квест,1745692852,"Россия, Москва, улица Трофимова, 2/1",fallback fun,Квесты,entertainment,"ежедневно, круглосуточно"
3222,55.669221,37.612065,Woolfy Beauty Studio Нагорная,185404584307,"Россия, Москва, Электролитный проезд, 16, корп. 7",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3223,55.73339,37.634485,Ресторан Мацони,2346435168,"Россия, Москва, Новокузнецкая улица, 33, стр. 1",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
3224,55.740249,37.52837,Секция самообороны Крав Мага,24114915588,"Россия, Москва, Кутузовский проспект, 36, стр. 5",fitness,"Спортивный клуб, секция",sport,"вт,пт 18:00–22:00"
3225,55.70285,37.648465,IT Business Integrator,185384265565,"Россия, Москва, Автозаводская улица, 23А, корп. 2",software,IT-компания,business,пн-пт 09:00–19:00
3226,55.708496,37.656613,Первый тендерный центр,216148759440,"Россия, Москва, улица Мастеркова, 4",office service,Организация аукционов и тендеров,business,"пн,вт 09:00–18:00; ср 11:00–18:00; чт 10:00–18:00; пт 09:00–17:00"
3227,55.740451,37.635476,Спорт Плюс,20731925642,"Россия, Москва, Озерковский переулок, 7, стр. 1",fitness,"Спортивный, тренажёрный зал",sport,"ежедневно, 17:00–21:00"
3228,55.747252,37.626088,Гастромаркет Балчуг,46144823878,"Россия, Москва, улица Балчуг, 5",restaurants,Ресторан,cafe,"пн-пт 08:00–23:00; сб,вс 09:00–23:00"
3229,55.678578,37.64402,PrimeTime,126572627023,"Россия, Москва, Нагатинская улица, 16",fitness,Фитнес-клуб,sport,"пн-чт 18:00–22:00; сб,вс 10:00–12:00"
3230,55.752246,37.670346,Bitter Drop,240894024831,"Россия, Москва, Нижняя Сыромятническая улица, 10, стр. 4",cafe,Кофейня,cafe,"пн-пт 08:00–22:00; сб,вс 09:30–21:00"
3231,55.738748,37.627166,Клиника Плазмолифтинг на Третьяковской,8294254558,"Россия, Москва, Голиковский переулок, 13",medicine,"Медцентр, клиника",medicine,"ежедневно, 09:00–21:00"
3232,55.742858,37.598816,World Service Push-ka,7054670856,"Россия, Москва, Всеволожский переулок, 2, стр. 3",software,Информационный интернет-сайт,services,"ежедневно, круглосуточно"
3233,55.742135,37.655533,Buffet,122581116132,"Россия, Москва, улица Александра Солженицына, 3",bars,"Бар, паб",cafe,"ежедневно, круглосуточно"
3234,55.70555,37.656024,Филин,90982283010,"Россия, Москва, Автозаводская улица, 13/1",cafe,Кафе,cafe,"ежедневно, 10:00–23:00"
3235,55.727126,37.579239,Пилатес плюс,1043941108,"Россия, Москва, Комсомольский проспект, 28",medicine,Оздоровительный центр,sport,пн-пт 07:30–23:00; сб 09:00–19:00; вс 09:00–18:00
3236,55.73855,37.659636,Гамбринус,1056028517,"Россия, Москва, Марксистская улица, 20",restaurants,Ресторан,cafe,"пн-пт 11:00–00:00; сб,вс 12:00–00:00"
3237,55.682416,37.662778,Soul Studio,194307603004,"Россия, Москва, проспект Андропова, 22",fitness,Фитнес-клуб,sport,"ежедневно, 09:00–22:00"
3238,55.730634,37.62819,Metrium Premium,196928897195,"Россия, Москва, Валовая улица, 26",office service,Агентство недвижимости,services,"ежедневно, круглосуточно"
3239,55.70916,37.595321,Bridgenote.com,214367458191,"Россия, Москва, улица Орджоникидзе, 11, стр. 1",malls,"Магазин дисков BD, CD, DVD",entertainment,пн-пт 12:00–17:00
3240,55.699517,37.506085,Шарм,1187795594,"Россия, Москва, Мичуринский проспект, 21, корп. 6",malls,Багетные изделия,services,"ежедневно, 10:00–21:00"
3241,55.737309,37.636662,NYstudio,231878993679,"Россия, Москва, Большая Татарская улица, 35с7-9",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
3242,55.703324,37.580373,Анджело,1297229851,"Россия, Москва, проспект 60-летия Октября, 5к3",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
3243,55.738343,37.604735,Cevicheria,1783199083,"Россия, Москва, Пречистенская набережная, 15, стр. 1",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
3244,55.660526,37.562398,БагетСервис,38978992355,"Россия, Москва, улица Каховка, 28, стр. 2",malls,Багетные изделия,services,"ежедневно, 10:00–20:00"
3245,55.737862,37.594486,Кутузов групп,1245519167,"Россия, Москва, Кропоткинский переулок, 4с2",office service,Агентство недвижимости,services,"ежедневно, 10:00–19:00"
3246,55.716098,37.610673,Бьюти - коворкинг Инди,3492895191,"Россия, Москва, улица Шухова, 17к2",office,Коворкинг,beauty,"ежедневно, 10:00–22:00"
3247,55.666881,37.628694,Fine style,1069207166,"Россия, Москва, Каширское шоссе, 8, корп. 1",spa,Салон красоты,beauty,"ежедневно, 09:00–21:00"
3248,55.709354,37.597897,Волконский,88070101322,"Россия, Москва, улица Орджоникидзе, 9, корп. 1",confectionary,"Булочная, пекарня",cafe,"пн-пт 08:00–21:00; сб,вс 09:00–20:00"
3249,55.724752,37.545823,TennisVIP,1343676442,"Россия, Москва, улица Лужники, 24с11",fitness,"Спортивный клуб, секция",sport,"ежедневно, 08:00–22:00"
3250,55.716902,37.610023,Студия маникюра Kimberly,40115412781,"Россия, Москва, улица Шухова, 18",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3251,55.718982,37.525736,Кофемания,5653552822,"Россия, Москва, Мосфильмовская улица, 1А",restaurants,Ресторан,cafe,"ежедневно, 08:00–23:00"
3252,55.72671,37.670408,Арлетт,245048208035,"Россия, Москва, 1-я Дубровская улица, 5",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
3253,55.741602,37.657789,Inside Beauty express,33167505618,"Россия, Москва, Товарищеский переулок, 1, стр. 2",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
3254,55.731886,37.547423,Лираль,1739606919,"Россия, Москва, Бережковская набережная, 20Е",office service,Агентство недвижимости,services,"пн-чт 08:00–17:00, перерыв 12:30–13:15; пт 08:00–15:45, перерыв 12:30–13:15"
3255,55.712249,37.510484,Нотариус Елина Ю. С.,45768557910,"Россия, Москва, Мосфильмовская улица, 35, стр. 2",office service,Нотариусы,services,пн-чт 10:00–19:00; пт 10:00–17:00
3256,55.734157,37.710225,Nord Photo Studio,120870937279,"Россия, Москва, Нижегородская улица, 29-33с2",fallback services,Фотостудия,services,"ежедневно, круглосуточно"
3257,55.744135,37.654466,Копирка,242996887598,"Россия, Москва, улица Земляной Вал, 72",printing services,Копировальный центр,services,"пн-пт 08:00–21:00; сб,вс 10:00–19:00"
3258,55.678213,37.66473,Фото-копировальный центр Копирка,26803087014,"Россия, Москва, проспект Андропова, 23",printing services,Копировальный центр,services,"ежедневно, 10:00–22:00"
3259,55.698682,37.502749,Герпетический центр,1025582192,"Россия, Москва, Мичуринский проспект, 21Б",medicine,"Медцентр, клиника",medicine,пн-пт 08:30–20:00; сб 09:00–16:00; вс 10:00–16:00
3260,55.689779,37.575575,Люстра бар,1453736978,"Россия, Москва, проспект 60-летия Октября, 27",bars,"Бар, паб",cafe,"пн-чт 11:00–23:00; пт,сб 11:00–04:00; вс 11:00–23:00"
3261,55.742081,37.659524,Печатное место,14511348139,"Россия, Москва, Товарищеский переулок, 7, стр. 2",printing services,Копировальный центр,services,пн-пт 10:00–20:00; сб 10:00–18:00
3262,55.671802,37.583369,Dekor Expo,1693930967,"Россия, Москва, Нахимовский проспект, 24",malls,Торговый центр,malls,пн-сб 10:00–21:00; вс 10:00–20:00
3263,55.738785,37.576307,Бьюти Стайл,1000817229,"Россия, Москва, улица Плющиха, 53/25с1",spa,Салон красоты,beauty,пн-сб 10:00–21:00; вс 10:00–20:00
3264,55.74375,37.627696,Frank by Баста,78291518629,"Россия, Москва, Пятницкая улица, 10, стр. 1",restaurants,Ресторан,cafe,"пн-чт 12:00–01:00; пт,сб 12:00–03:00; вс 12:00–01:00"
3265,55.726533,37.610574,Салон красоты на Донской,1028429901,"Россия, Москва, Донская улица, 3",spa,Салон красоты,beauty,пн-сб 08:30–21:00; вс 11:00–19:00
3266,55.737547,37.641135,Хуго,24795655816,"Россия, Москва, Садовническая улица, 80",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
3267,55.719941,37.672401,Nordance,29944383764,"Россия, Москва, Шарикоподшипниковская улица, 6/14",college,Школа танцев,sport,"ежедневно, 10:00–00:00"
3268,55.686944,37.752248,Нотариус Фурчакова Т.Е.,79244718128,"Россия, Москва, Краснодонская улица, 2, корп. 1",office service,Нотариусы,services,"пн-чт 09:00–17:00, перерыв 13:00–14:00; пт 09:00–16:00, перерыв 13:00–14:00"
3269,55.748072,37.690462,Арендный дом от ДОМ.РФ,20360042220,"Россия, Москва, шоссе Энтузиастов, 3, корп. 1",office service,Квартиры в новостройках,services,"ежедневно, круглосуточно"
3270,55.664238,37.557439,"Самбо-70, отделение Севастопольский",112952189168,"Россия, Москва, Новочерёмушкинская улица, 64, корп. 3",fitness,Спортивный комплекс,sport,"ежедневно, 09:00–21:00"
3271,55.709039,37.653609,Центр перспективных направлений,1425591124,"Россия, Москва, улица Ленинская Слобода, 19",college,Тренинги,business,пн-пт 10:00–19:00
3272,55.657968,37.593493,Фотокабина,49402247314,"Россия, Москва, Одесская улица, 21/29",fallback services,Фотоуслуги,services,"ежедневно, 08:00–20:00"
3273,55.720944,37.574466,Nowe,1195640110,"Россия, Москва, Комсомольский проспект, 41",spa,Салон красоты,beauty,пн-ср 09:00–21:00; чт-сб 09:00–22:00; вс 10:00–21:00
3274,55.703917,37.723713,Редокс,1050236818,"Россия, Москва, Волгоградский проспект, 42, корп. 42А",printing services,Копировальный центр,services,пн-пт 10:00–18:00
3275,55.726316,37.682407,Universal fighters,211009295025,"Россия, Москва, Волгоградский проспект, 28, стр. 1",fitness,Спортивная база,sport,"ежедневно, 08:00–00:00"
3276,55.727505,37.630246,На шпагате,122232751952,"Россия, Москва, Стремянный переулок, 26",fitness,"Спортивный клуб, секция",sport,"ежедневно, 08:00–22:30"
3277,55.704473,37.514922,Спортстар,13911032750,"Россия, Москва, Ломоносовский проспект, 29к3",fitness,Фитнес-клуб,sport,"пн-пт 07:00–00:00; сб,вс 09:00–22:00"
3278,55.715352,37.571965,Dozen кроссфит,210153142419,"Россия, Москва, Лужнецкая набережная, 2/4с21",fitness,Фитнес-клуб,sport,"пн-пт 08:00–22:00; сб,вс 10:00–17:00"
3279,55.740868,37.628978,Prime,123575452196,"Россия, Москва, Пятницкая улица, 29",cafe,Кафе,cafe,"пн-пт 07:00–22:00; сб,вс 08:00–22:00"
3280,55.716483,37.612147,Color bar,150516348196,"Россия, Москва, улица Шухова, 13, корп. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
3281,55.694444,37.506612,Спортклуб Раменки,98632794345,"Россия, город Москва, Мичуринский проспект, 23",fitness,"Спортивный клуб, секция",sport,пн-сб 09:00–20:00; вс 13:00–20:00
3282,55.709632,37.616917,Квартиры нашего округа,1273351817,"Москва, ул. 2-я Рощинская, 4, оф. 310",office service,Агентство недвижимости,services,пн-сб 10:00–18:00
3283,55.735003,37.630625,Wonder woman,243414767143,"Россия, Москва, 1-й Новокузнецкий переулок, 10А",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3284,55.731192,37.670579,Салон красоты Hair code,16716463202,"Россия, Москва, Волгоградский проспект, 4А",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3285,55.708846,37.624806,Boxing Zone,5419255848,"Россия, Москва, Холодильный переулок, 3, стр. 2",fitness,"Спортивный, тренажёрный зал",sport,"ежедневно, 07:00–23:00"
3286,55.685699,37.5723,МИЭЛЬ,1229642842,"Россия, Москва, Профсоюзная улица, 3",office service,Агентство недвижимости,services,пн-пт 10:00–19:00
3287,55.710504,37.587164,Бъюти-О. S. Tattoo,34778573157,"Россия, Москва, Ленинский проспект, 37, корп. 1",spa,Тату-салон,beauty,"ежедневно, круглосуточно"
3288,55.704785,37.499485,Amadeo,92466563260,"Россия, Москва, Мосфильмовская улица, 53",spa,Косметология,medicine,пн-сб 09:00–21:00
3289,55.710504,37.587164,Агентство недвижимости Риэлторы. онлайн,215511738550,"Россия, Москва, Ленинский проспект, 37, корп. 1",office service,Агентство недвижимости,services,"ежедневно, 09:00–21:00"
3290,55.710027,37.623834,Фото-копировальный центр Копирка,127645097661,"Россия, Москва, Большая Тульская улица, 11",printing services,Копировальный центр,services,"пн-пт 10:00–22:00; сб,вс 10:00–21:00"
3291,55.721153,37.698178,МЦ Медицина,1146388510,"Россия, Москва, Волгоградский проспект, 32с7",fallback services,Медицинские изделия и расходные материалы,medicine,пн-пт 10:00–17:00
3292,55.73825,37.530203,Фан Печатный центр,1179775265,"Россия, Москва, Кутузовский проспект, 43",printing services,Копировальный центр,services,пн-пт 09:00–19:00
3293,55.748852,37.49881,"Скпц, Дворец водного спорта Фили",1029982330,"Россия, Москва, Большая Филёвская улица, 18",swimming pool,Бассейн,sport,"пн-пт 06:45–23:00, перерыв 12:45–13:45; сб 06:45–23:00; вс 07:45–23:00"
3294,55.693588,37.524401,Спортивный объект,21206870445,"Россия, Москва, Западный административный округ, район Раменки",stadium,Стадион,sport,пн-пт 09:00–18:00
3295,55.677427,37.509149,МД-Фит,1232531278,"Россия, Москва, проспект Вернадского, 37к2",fitness,Фитнес-клуб,sport,пн-пт 07:00–23:00; сб 10:00–22:00; вс 10:00–20:00
3296,55.677414,37.635174,Coffeesphere,1692209634,"Россия, Москва, 1-й Нагатинский проезд, 11, корп. 2",cafe,Кофейня,cafe,"пн-пт 08:00–22:00; сб,вс 09:00–22:00"
3297,55.711027,37.610478,X-way beauty,6023709218,"Россия, Москва, улица Серпуховский Вал, 21, корп. 1",spa,Шугаринг,beauty,"ежедневно, 09:00–22:00"
3298,55.737202,37.618819,Шоколадница,1369722541,"Россия, Москва, улица Большая Полянка, 26, стр. 1",cafe,Кофейня,cafe,"пн-пт 07:00–23:00; сб,вс 09:00–22:00"
3299,55.730218,37.63243,Баловень,1218416297,"Россия, Москва, Валовая улица, 11/19",cafe,Кафе,cafe,пн-пт 09:00–23:00
3300,55.73327,37.593639,Парикмахерская № 3,1101295577,"Россия, Москва, Комсомольский проспект, 3",hairdressers,Парикмахерская,beauty,"ежедневно, 09:00–21:00"
3301,55.711003,37.61038,Colortrendbar,239223033169,"Россия, Москва, улица Серпуховский Вал, 21, корп. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3302,55.727491,37.608877,FFci.ru,39926035775,"Россия, Москва, Ленинский проспект, 4, стр. 1А",office service,Продажа готового бизнеса и франшиз,business,пн-пт 10:00–17:00
3303,55.660386,37.751269,Точка цвета,184619368181,"Россия, Москва, улица Перерва, 43, корп. 1",fallback services,Фотоуслуги,services,"ежедневно, 10:00–22:00"
3304,55.730012,37.575771,Ист Вест,174355124746,"Россия, Москва, Усачёва улица, 3",fitness,Фитнес-клуб,sport,"пн-пт 07:00–23:00; сб,вс 09:00–23:00"
3305,55.705065,37.668268,marle_studio,27915099714,"Россия, Москва, улица Сайкина, 17",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3306,55.697133,37.617851,Beauty SPA,150660177422,"Россия, Москва, Варшавское шоссе, 12А",spa,Спа-салон,beauty,"ежедневно, 10:00–22:00"
3307,55.696723,37.526387,Факультет фундаментальной медицины Московского государственного университета имени М. В. Ломоносова,1136746885,"Россия, Москва, Ломоносовский проспект, 27, корп. 1",college,ВУЗ,medicine,пн-сб 08:00–22:00
3308,55.718091,37.674005,Нотариус Федулина И.В.,242775497664,"Россия, Москва, Шарикоподшипниковская улица, 20",office service,Нотариусы,services,"пн-чт 10:30–17:30, перерыв 13:30–14:30; пт 10:30–16:30, перерыв 13:30–14:30"
3309,55.703773,37.640066,Liliym,73575208260,"Россия, Москва, Автозаводская улица, 23к7",fallback services,Фотоуслуги,services,"ежедневно, круглосуточно"
3310,55.710752,37.57743,Московский клуб спортивного бриджа,1111911919,"Россия, Москва, Ленинский проспект, 32А",fitness,"Спортивный клуб, секция",sport,вт-пт 09:00–18:00
3311,55.730507,37.628319,Лайт Хаус,1116364086,"Россия, Москва, Валовая улица, 26",office,Бизнес-центр,business,"ежедневно, 08:00–23:00"
3312,55.733049,37.592262,Акрополь,1034353165,"Россия, Москва, Комсомольский проспект, 4",malls,Торговый центр,malls,"ежедневно, 10:00–22:00"
3313,55.747179,37.646725,GøG,120961618401,"Россия, Москва, Яузская улица, 8с2",cafe,Кофейня,cafe,"ежедневно, 09:00–22:00"
3314,55.680738,37.696362,ReStyle,240166040005,"Россия, Москва, Коломенская улица, 12к1",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3315,55.675128,37.561284,Консалтинговое Бюро Детский Бизнес от А ДО Я,1835130543,"Россия, Москва, Профсоюзная улица, 23",office service,Бизнес-консалтинг,business,пн-пт 10:00–18:00
3316,55.72343,37.627121,Familyart,1626705172,"Россия, Москва, Большая Серпуховская улица, 31, корп. 10",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
3317,55.723846,37.582233,Фотоателье,68127638427,"Россия, Москва, 2-я Фрунзенская улица, 10",fallback services,Фотоуслуги,services,пн-сб 11:30–19:00
3318,55.708503,37.656289,Автозаводский,1000345899,"Россия, Москва, улица Мастеркова, 4",malls,Торговый центр,malls,"ежедневно, 10:00–21:00"
3319,55.70742,37.598825,Сити Спорт,70668436290,"Россия, Москва, 5-й Донской проезд, 15",fitness,Спортивный комплекс,sport,"ежедневно, 07:00–00:00"
3320,55.754791,37.635741,"Медицинский центр управление делами мэра и правительства Москвы, поликлиника",1102103623,"Россия, Москва, Большой Спасоглинищевский переулок, 12, стр. 5",medicine,Поликлиника для взрослых,medicine,пн-пт 08:00–20:00; сб 09:00–17:00
3321,55.717969,37.549417,Теннисная школа Чемпион Лужники,72657747050,"Россия, Москва, улица Лужники, 24, стр. 3",fitness,"Спортивный клуб, секция",sport,"ежедневно, 08:00–22:00"
